domain,agency,status,redirect,valid,sitemap,allowed,source
academyadmissions.com,"Department of Defense",403,"https://www.academyadmissions.com/",false,"null",false,undefined
3riverscfc.org,"Combined Federal Campaign",500,"http://www.3riverscfc.org/",false,"null",false,undefined
aal.army,"Department of the Army",200,"https://aal.army/robots.txt",true,"null",true,robots.txt
afneurope.net,"Department of Defense",200,"https://www.afn.mil/",true,"null",true,meta
18f.us,"General Services Administration",404,"https://18f.us/robots.txt",false,"null",false,false
whdpc.gov,"Western Hemisphere Drug Policy Commission",500,"http://www.whdpc.gov/",false,"null",false,undefined
senate.gov,"United States Senate",200,"https://www.senate.gov/pagelayout/general/one_item_and_teasers/file_not_found.htm",false,"null",false,false
openpaymentsdata.cms.gov,"Department of Health and Human Services",404,"https://openpaymentsdata.cms.gov/robots.txt",false,"null",false,false
data.medicaid.gov,"Department of Health and Human Services",404,"https://data.medicaid.gov/robots.txt",false,"null",false,false
sen.gov,"United States Senate",404,"https://sen.gov/robots.txt",false,"null",false,false
ussemiquincentennial.gov,"U.S. Semiquincentennial Commission",200,"https://ussemiquincentennial.gov/robots.txt",true,"https://ussemiquincentennial.gov/sitemap.xml",true,robots.txt
uscc.gov,"U.S.-China Economic and Security Review Commission",200,"https://www.uscc.gov/robots.txt",true,"https://www.uscc.gov/sitemap.xml",true,robots.txt
adlnet.org,"Department of Defense",200,"https://www.adlnet.org/robots.txt",true,"https://www.adlnet.org/sitemap_index.xml",true,robots.txt
uscapitolpolice.gov,"U.S. Capitol Police",500,"http://www.uscapitolpolice.gov/",false,"null",false,undefined
ushr.gov,"The Legislative Branch",500,"http://www.ushr.gov/",false,"null",false,undefined
uscp.gov,"U.S. Capitol Police",200,"https://www.uscp.gov/robots.txt",true,"null",true,robots.txt
ushouse.gov,"The Legislative Branch",500,"http://www.ushouse.gov/",false,"null",false,undefined
tmdbhouse.gov,"The Legislative Branch",500,"http://www.tmdbhouse.gov/",false,"null",false,undefined
usa250.gov,"U.S. Semiquincentennial Commission",200,"https://america250.org/robots.txt",true,"https://america250.org/sitemap.xml",true,robots.txt
america250.gov,"U.S. Semiquincentennial Commission",200,"https://america250.org/robots.txt",true,"https://america250.org/sitemap.xml",true,robots.txt
afnpacific.net,"Department of Defense",200,"https://www.afn.mil/",true,"null",true,meta
republicanwhip.gov,"The Legislative Branch",200,"https://www.majoritywhip.gov/components/util/robots.txt",true,"null",true,robots.txt
republicanleader.gov,"The Legislative Branch",200,"https://www.majorityleader.gov/components/util/robots.txt",true,"null",true,robots.txt
speaker.gov,"The Legislative Branch",200,"https://www.speaker.gov/robots.txt",true,"https://www.speaker.gov/sitemap.xml",true,robots.txt
ppdcecc.gov,"The Legislative Branch",200,"https://www.ppdcecc.gov/robots.txt",true,"null",true,robots.txt
majoritywhip.gov,"The Legislative Branch",200,"https://www.majoritywhip.gov/robots.txt",true,"null",true,robots.txt
minoritywhip.gov,"The Legislative Branch",200,"https://democraticwhip.house.gov/robots.txt",true,"null",true,robots.txt
majorityleader.gov,"The Legislative Branch",200,"https://www.majorityleader.gov/robots.txt",true,"null",true,robots.txt
jct.gov,"The Legislative Branch",200,"https://www.jct.gov/robots.txt",true,"https://www.jct.gov/sitemap.xml/",true,robots.txt
housedems.gov,"The Legislative Branch",500,"https://www.housedems.gov/",false,"null",false,undefined
taxreform.gov,"The Legislative Branch",500,"http://www.taxreform.gov/",false,"null",false,undefined
republicans.gov,"The Legislative Branch",500,"http://www.republicans.gov/",false,"null",false,undefined
housecommunications.gov,"The Legislative Branch",404,"https://www.housecommunications.gov/robots.txt",false,"null",false,false
house.gov,"The Legislative Branch",200,"https://www.house.gov/robots.txt",true,"null",true,robots.txt
housenewsletters.gov,"The Legislative Branch",500,"http://www.housenewsletters.gov/",false,"null",false,undefined
gopwhip.gov,"The Legislative Branch",200,"https://www.majoritywhip.gov/components/util/robots.txt",true,"null",true,robots.txt
houselive.gov,"The Legislative Branch",500,"http://www.houselive.gov/",false,"null",false,undefined
dems.gov,"The Legislative Branch",410,"https://www.dems.gov/robots.txt",false,"null",false,false
gopleader.gov,"The Legislative Branch",200,"https://www.majorityleader.gov/components/util/robots.txt",true,"null",true,robots.txt
democrats.gov,"The Legislative Branch",500,"http://www.democrats.gov/",false,"null",false,undefined
gop.gov,"The Legislative Branch",200,"https://www.gop.gov/robots.txt",true,"null",true,robots.txt
democraticwhip.gov,"The Legislative Branch",200,"https://democraticwhip.house.gov/robots.txt",true,"null",true,robots.txt
chinacommission.gov,"The Legislative Branch",500,"http://www.chinacommission.gov/",false,"null",false,undefined
china-commission.gov,"The Legislative Branch",500,"http://www.china-commission.gov/",false,"null",false,undefined
democraticleader.gov,"The Legislative Branch",200,"https://democraticleader.house.gov/robots.txt",true,"null",true,robots.txt
housedemocrats.gov,"The Legislative Branch",500,"https://www.housedemocrats.gov/",false,"null",false,undefined
assistantdemocraticleader.gov,"The Legislative Branch",500,"http://www.assistantdemocraticleader.gov/",false,"null",false,undefined
housed.gov,"The Legislative Branch",500,"http://www.housed.gov/",false,"null",false,undefined
csce.gov,"The Legislative Branch",200,"https://www.csce.gov/robots.txt",true,"http://www.csce.gov/sitemap_index.xml",true,robots.txt
cecc.gov,"The Legislative Branch",200,"https://www.cecc.gov/robots.txt",true,"null",true,robots.txt
compliance.gov,"Office of Congressional Workplace Rights",500,"http://www.compliance.gov/",false,"null",false,undefined
openworld.gov,"Open World Leadership Center",200,"https://www.openworld.gov/robots.txt",true,"null",true,robots.txt
stennis.gov,"Stennis Center for Public Service",200,"https://stennis.gov/robots.txt",true,"https://stennis.gov/sitemap_index.xml",true,robots.txt
macpac.gov,"Medicaid and CHIP Payment and Access Commission",200,"https://www.macpac.gov/robots.txt",true,"https://www.macpac.gov/sitemap.xml",true,robots.txt
womenshistorymonth.gov,"Library of Congress",404,"https://womenshistorymonth.gov/robots.txt",false,"null",false,false
medpac.gov,"Medical Payment Advisory Commission",200,"https://www.medpac.gov/robots.txt",true,"https://www.medpac.gov/wp-sitemap.xml",true,robots.txt
uscongress.gov,"Library of Congress",200,"https://www.congress.gov/robots.txt",true,"https://www.congress.gov/sitemap/index.xml",true,robots.txt
coil.gov,"Open World Leadership Center",400,"http://www.coil.gov/",false,"null",false,undefined
section108.gov,"Library of Congress",404,"https://section108.gov/robots.txt",false,"null",false,false
ocwr.gov,"Office of Congressional Workplace Rights",200,"https://www.ocwr.gov/robots.txt",true,"https://www.ocwr.gov/sitemap_index.xml",true,robots.txt
read.gov,"Library of Congress",404,"https://read.gov/robots.txt",false,"null",false,false
nativeamericanheritagemonth.gov,"Library of Congress",404,"https://nativeamericanheritagemonth.gov/robots.txt",false,"null",false,false
loc.gov,"Library of Congress",200,"https://www.loc.gov/robots.txt",true,"https://www.loc.gov/sitemap.xml",true,robots.txt
unitedstatescongress.gov,"Library of Congress",500,"http://www.unitedstatescongress.gov/",false,"null",false,undefined
tps.gov,"Library of Congress",500,"http://www.tps.gov/",false,"null",false,undefined
libraryofcongress.gov,"Library of Congress",200,"https://www.loc.gov/robots.txt",true,"https://www.loc.gov/sitemap.xml",true,robots.txt
lctl.gov,"Library of Congress",500,"http://www.lctl.gov/",false,"null",false,undefined
thomas.gov,"Library of Congress",500,"http://www.thomas.gov/",false,"null",false,undefined
law.gov,"Library of Congress",200,"https://www.loc.gov/research-centers/law-library-of-congress/about-this-research-center/",false,"null",false,false
jewishheritage.gov,"Library of Congress",200,"https://jewishheritagemonth.gov/",false,"null",false,false
jewishheritagemonth.gov,"Library of Congress",404,"https://jewishheritagemonth.gov/robots.txt",false,"null",false,false
hispanicheritagemonth.gov,"Library of Congress",404,"https://hispanicheritagemonth.gov/robots.txt",false,"null",false,false
digitizationguidelines.gov,"Library of Congress",404,"https://www.digitizationguidelines.gov/robots.txt",false,"null",false,false
currencyreaderapplication.gov,"Library of Congress",200,"https://currencyreader.gov/",false,"null",false,false
currencyreader.gov,"Library of Congress",500,"http://www.currencyreader.gov/",false,"null",false,undefined
digitalpreservation.gov,"Library of Congress",404,"https://digitalpreservation.gov/robots.txt",false,"null",false,false
crb.gov,"Library of Congress",404,"https://www.crb.gov/robots.txt",false,"null",false,false
copyrightclaimsboard.gov,"Library of Congress",500,"http://www.copyrightclaimsboard.gov/",false,"null",false,undefined
loctps.gov,"Library of Congress",500,"http://www.loctps.gov/",false,"null",false,undefined
copyright.gov,"Library of Congress",404,"https://copyright.gov/robots.txt",false,"null",false,false
congress.gov,"Library of Congress",200,"https://www.congress.gov/robots.txt",true,"https://www.congress.gov/sitemap/index.xml",true,robots.txt
blackhistorymonth.gov,"Library of Congress",404,"https://www.blackhistorymonth.gov/robots.txt",false,"null",false,false
ccb.gov,"Library of Congress",200,"https://ccb.gov/robots.txt",true,"https://ccb.gov/sitemap.xml",true,robots.txt
americaslibrary.gov,"Library of Congress",200,"https://www.loc.gov/programs/the-source/about-this-program/",false,"null",false,false
asianpacificheritage.gov,"Library of Congress",404,"https://asianpacificheritage.gov/robots.txt",false,"null",false,false
literacy.gov,"Library of Congress",500,"http://www.literacy.gov/",false,"null",false,undefined
africanamericanhistorymonth.gov,"Library of Congress",200,"https://www.blackhistorymonth.gov/",false,"null",false,false
usgovernmentmanual.gov,"Government Publishing Office",404,"https://usgovernmentmanual.gov/robots.txt",false,"null",false,false
uscode.gov,"Government Publishing Office",200,"https://www.govinfo.gov/app/collection/uscode",false,"null",false,false
senatecalendar.gov,"Government Publishing Office",200,"https://www.govinfo.gov/app/collection/ccal",false,"null",false,false
presidentialdocuments.gov,"Government Publishing Office",200,"https://www.govinfo.gov/app/collection/cpd",false,"null",false,false
lis.gov,"Library of Congress",500,"http://www.lis.gov/",false,"null",false,undefined
housecalendar.gov,"Government Publishing Office",200,"https://www.govinfo.gov/app/collection/ccal",false,"null",false,false
gpo.gov,"Government Publishing Office",200,"https://www.gpo.gov/robots.txt",true,"https://www.gpo.gov/sitemap/sitemap-index.xml",true,robots.txt
govinfo.gov,"Government Publishing Office",200,"https://www.govinfo.gov/robots.txt",true,"https://www.govinfo.gov/sitemap/sitemap.xml",true,robots.txt
fedreg.gov,"Government Publishing Office",500,"http://www.fedreg.gov/",false,"null",false,undefined
federalregister.gov,"Government Publishing Office",200,"https://www.federalregister.gov/robots.txt",true,"null",true,robots.txt
fdsys.gov,"Government Publishing Office",200,"https://www.govinfo.gov/about#fdsys-transition",false,"null",false,false
crs.gov,"Library of Congress",500,"http://www.crs.gov/",false,"null",false,undefined
ecfr.gov,"Government Publishing Office",200,"https://www.ecfr.gov/robots.txt",true,"null",true,robots.txt
fdlp.gov,"Government Publishing Office",200,"https://fdlp.gov/robots.txt",true,"null",true,robots.txt
gpodev.gov,"Government Publishing Office",500,"http://www.gpodev.gov/",false,"null",false,undefined
gaonet.gov,"Government Accountability Office",500,"http://www.gaonet.gov/",false,"null",false,undefined
congressionalrecord.gov,"Government Publishing Office",200,"https://www.govinfo.gov/app/collection/crec",false,"null",false,false
gaoinnovations.gov,"Government Accountability Office",403,"https://innovations.gao.gov/",false,"null",false,undefined
congressionaldirectory.gov,"Government Publishing Office",200,"https://www.govinfo.gov/app/collection/cdir",false,"null",false,false
gaoinnovation.gov,"Government Accountability Office",500,"http://www.gaoinnovation.gov/",false,"null",false,undefined
gaoinnovationlab.gov,"Government Accountability Office",500,"http://www.gaoinnovationlab.gov/",false,"null",false,undefined
eseclab.gov,"Government Accountability Office",500,"http://www.eseclab.gov/",false,"null",false,undefined
solarium.gov,"Cyberspace Solarium Commission",500,"http://www.solarium.gov/",false,"null",false,undefined
fasab.gov,"Government Accountability Office",200,"https://fasab.gov/robots.txt",true,"https://fasab.gov/sitemap.xml",true,robots.txt
cbo.gov,"Congressional Budget Office",403,"http://www.cbo.gov/",false,"null",false,undefined
gao.gov,"Government Accountability Office",200,"https://www.gao.gov/robots.txt",true,"null",true,robots.txt
cbonews.gov,"Congressional Budget Office",404,"http://www.cbonews.gov/robots.txt",false,"null",false,false
uscapitolgiftstore.gov,"Architect of the Capitol",500,"http://www.uscapitolgiftstore.gov/",false,"null",false,undefined
americanmemory.gov,"Library of Congress",500,"http://www.americanmemory.gov/",false,"null",false,undefined
visitthecapital.gov,"Architect of the Capitol",404,"http://www.visitthecapital.gov/robots.txt",false,"null",false,false
uscapitol.gov,"Architect of the Capitol",404,"http://www.uscapitol.gov/robots.txt",false,"null",false,false
uscapitalgiftshop.gov,"Architect of the Capitol",500,"http://www.uscapitalgiftshop.gov/",false,"null",false,undefined
visitthecapitol.gov,"Architect of the Capitol",200,"https://www.visitthecapitol.gov/robots.txt",true,"null",true,robots.txt
capitolgiftshop.gov,"Architect of the Capitol",500,"http://www.capitolgiftshop.gov/",false,"null",false,undefined
usbg.gov,"Architect of the Capitol",200,"https://www.usbg.gov/robots.txt",true,"null",true,robots.txt
capitalgiftshop.gov,"Architect of the Capitol",500,"http://www.capitalgiftshop.gov/",false,"null",false,undefined
capitol.gov,"Architect of the Capitol",200,"https://www.aoc.gov/virtual-capitol",false,"null",false,false
ofr.gov,"Government Publishing Office",500,"http://www.ofr.gov/",false,"null",false,undefined
capital.gov,"Architect of the Capitol",200,"https://www.aoc.gov/virtual-capitol",false,"null",false,false
aoc.gov,"Architect of the Capitol",200,"https://www.aoc.gov/robots.txt",true,"null",true,robots.txt
ussc.gov,"U.S. Courts",500,"http://www.ussc.gov/",false,"null",false,undefined
usprobation.gov,"U.S. Courts",200,"https://www.uscourts.gov/about-federal-courts/probation-and-pretrial-services",false,"null",false,false
ustaxcourt.gov,"U.S. Courts",200,"https://ustaxcourt.gov/robots.txt",true,"https://ustaxcourt.gov/sitemap.xml",true,robots.txt
uscourts.gov,"U.S. Courts",200,"https://www.uscourts.gov/robots.txt",true,"null",true,robots.txt
uscavc.gov,"U.S. Courts",500,"http://www.uscourts.cavc.govrobots.txt/",false,"null",false,false
usc.gov,"U.S. Courts",500,"http://www.usc.gov/",false,"null",false,undefined
usbankruptcy.gov,"U.S. Courts",200,"https://www.uscourts.gov/court-programs/bankruptcy",false,"null",false,false
judicialconference.gov,"U.S. Courts",200,"https://www.uscourts.gov/administration-policies/governance-judicial-conference",false,"null",false,false
federalrules.gov,"U.S. Courts",200,"https://www.uscourts.gov/forms-rules",false,"null",false,false
federalprobation.gov,"U.S. Courts",200,"https://www.uscourts.gov/about-federal-courts/probation-and-pretrial-services",false,"null",false,false
pacer.gov,"U.S. Courts",200,"https://pacer.uscourts.gov/robots.txt",true,"null",true,robots.txt
uscapitolgiftshop.gov,"Architect of the Capitol",500,"http://www.uscapitolgiftshop.gov/",false,"null",false,undefined
cavc.gov,"U.S. Courts",500,"http://www.cavc.gov/",false,"null",false,undefined
federalcourts.gov,"U.S. Courts",200,"https://www.uscourts.gov/",false,"null",false,false
fjc.gov,"U.S. Courts",200,"https://www.fjc.gov/robots.txt",true,"null",true,robots.txt
supreme-court.gov,"The Supreme Court",500,"http://www.supreme-court.gov/",false,"null",false,undefined
supremecourtus.gov,"The Supreme Court",200,"https://www.supremecourt.gov/robots.txt",true,"null",true,robots.txt
bankruptcy.gov,"U.S. Courts",200,"https://www.uscourts.gov/court-programs/bankruptcy",false,"null",false,false
supremecourt.gov,"The Supreme Court",200,"https://www.supremecourt.gov/robots.txt",true,"null",true,robots.txt
scus.gov,"The Supreme Court",500,"http://www.scus.gov/",false,"null",false,undefined
scinet-test.gov,"The Supreme Court",500,"http://www.scinet-test.gov/",false,"null",false,undefined
scinet.gov,"The Supreme Court",500,"http://www.scinet.gov/",false,"null",false,undefined
sc-us.gov,"The Supreme Court",500,"http://www.sc-us.gov/",false,"null",false,undefined
fd.gov,"Administrative Office of the U. S. Courts",500,"http://www.fd.gov/",false,"null",false,undefined
pubservices.gov,"gov Administration",500,"http://www.pubservices.gov/",false,"null",false,undefined
rpo.gov,"gov Administration",500,"http://www.rpo.gov/",false,"null",false,undefined
owc.gov,"gov Administration",500,"http://www.owc.gov/",false,"null",false,undefined
psd.gov,"gov Administration",500,"http://www.psd.gov/",false,"null",false,undefined
psup.gov,"gov Administration",500,"http://www.psup.gov/",false,"null",false,undefined
nrpo.gov,"gov Administration",500,"http://www.nrpo.gov/",false,"null",false,undefined
osdls.gov,"gov Administration",500,"http://www.osdls.gov/",false,"null",false,undefined
jpo.gov,"gov Administration",500,"http://www.jpo.gov/",false,"null",false,undefined
erpo.gov,"gov Administration",500,"http://www.erpo.gov/",false,"null",false,undefined
ecfc.gov,"gov Administration",500,"http://www.ecfc.gov/",false,"null",false,undefined
domainops.gov,"gov Administration",500,"http://www.domainops.gov/",false,"null",false,undefined
scuspd.gov,"The Supreme Court",200,"https://www.scuspd.gov/robots.txt",true,"null",true,robots.txt
fraho.gov,"gov Administration",500,"http://www.fraho.gov/",false,"null",false,undefined
uspsinnovates.gov,"United States Postal Service",500,"http://www.uspsinnovates.gov/",false,"null",false,undefined
uspsinformeddelivery.gov,"United States Postal Service",500,"http://www.uspsinformeddelivery.gov/",false,"null",false,undefined
usps.gov,"United States Postal Service",200,"https://www.usps.com/",false,"null",false,false
ustda.gov,"United States Trade and Development Agency",200,"https://www.ustda.gov/robots.txt",true,"https://www.ustda.gov/wp-sitemap.xml",true,robots.txt
uspsoig.gov,"United States Postal Service",200,"https://www.uspsoig.gov/robots.txt",true,"null",true,robots.txt
postoffice.gov,"United States Postal Service",500,"http://www.postoffice.gov/",false,"null",false,undefined
myusps.gov,"United States Postal Service",500,"http://www.myusps.gov/",false,"null",false,undefined
mail.gov,"United States Postal Service",500,"http://www.mail.gov/",false,"null",false,undefined
changeofaddress.gov,"United States Postal Service",500,"http://www.changeofaddress.gov/",false,"null",false,undefined
usitcoig.gov,"United States International Trade Commission",500,"http://www.usitcoig.gov/",false,"null",false,undefined
uscapital.gov,"Architect of the Capitol",500,"http://www.uscapital.gov/",false,"null",false,undefined
usitc.gov,"United States International Trade Commission",200,"https://www.usitc.gov/robots.txt",true,"https://www.usitc.gov/sitemap.xml",true,robots.txt
usidfc.gov,"United States International Development Finance Corporation",200,"https://www.dfc.gov/",false,"null",false,false
usdfc.gov,"United States International Development Finance Corporation",200,"https://www.dfc.gov/",false,"null",false,false
ata.gov,"gov Administration",500,"http://www.ata.gov/",false,"null",false,undefined
opic.gov,"United States International Development Finance Corporation",500,"http://www.opic.gov/",false,"null",false,undefined
idfc.gov,"United States International Development Finance Corporation",200,"https://www.dfc.gov/",false,"null",false,false
dfc.gov,"United States International Development Finance Corporation",200,"https://www.dfc.gov/robots.txt",true,"null",true,robots.txt
usip.gov,"United States Institute of Peace",500,"http://www.usip.gov/",false,"null",false,undefined
usich.gov,"United States Interagency Council on Homelessness",404,"https://usich.gov/robots.txt",false,"null",false,false
ich.gov,"United States Interagency Council on Homelessness",500,"https://www.ich.gov/",false,"null",false,undefined
ushmm.gov,"United States Holocaust Memorial Museum",500,"http://www.ushmm.gov/",false,"null",false,undefined
usgcrp.gov,"United States Global Change Research Program",500,"http://www.usgcrp.gov/",false,"null",false,undefined
ipcc-wg3.gov,"United States Global Change Research Program",500,"http://www.ipcc-wg3.gov/",false,"null",false,undefined
globalchange.gov,"United States Global Change Research Program",500,"http://www.globalchange.gov/",false,"null",false,undefined
ocb.gov,"United States Agency for Global Media",500,"http://www.ocb.gov/",false,"null",false,undefined
voa.gov,"United States Agency for Global Media",200,"https://www.voanews.com/robots.txt",true,"null",true,robots.txt
ibb.gov,"United States Agency for Global Media",200,"https://www.usagm.gov/robots.txt",true,"null",true,robots.txt
usagm.gov,"United States Agency for Global Media",200,"https://www.usagm.gov/robots.txt",true,"null",true,robots.txt
bbg.gov,"United States Agency for Global Media",200,"https://www.usagm.gov/robots.txt",true,"null",true,robots.txt
adf.gov,"United States African Development Foundation",500,"https://www.adf.gov//",false,"null",false,undefined
jwod.gov,"United States AbilityOne",500,"http://www.jwod.gov/",false,"null",false,undefined
purchasing.gov,"United States Postal Service",500,"http://www.purchasing.gov/",false,"null",false,undefined
access-board.gov,"United States Access Board",200,"https://www.access-board.gov/robots.txt",true,"https://www.access-board.gov/sitemap.xml",true,robots.txt
abilityone.gov,"United States AbilityOne",404,"https://abilityone.gov/robots.txt",false,"null",false,false
oscnet.gov,"U.S. Office of Special Counsel",500,"http://www.oscnet.gov/",false,"null",false,undefined
usadf.gov,"United States African Development Foundation",200,"https://usadf.gov/robots.txt",true,"null",true,robots.txt
peacecorpsoig.gov,"U.S. Peace Corps",200,"https://peacecorpsoig.gov/robots.txt",true,"null",true,robots.txt
osc.gov,"U.S. Office of Special Counsel",404,"https://osc.gov/robots.txt",true,"null",true,x-robots-tag
peacecorps.gov,"U.S. Peace Corps",200,"https://www.peacecorps.gov/robots.txt",true,"https://www.peacecorps.gov/sitemap.xml",true,robots.txt
usdapii.gov,"U.S. Department of Agriculture",500,"http://www.usdapii.gov/",false,"null",false,undefined
nwtrb.gov,"U.S. Nuclear Waste Technical Review Board",200,"https://www.nwtrb.gov/robots.txt",true,"http://www.nwtrb.gov/sitemap/sitemap.xml",true,robots.txt
wildfire.gov,"U.S. Department of Agriculture",200,"https://www.wildfire.gov/robots.txt",true,"null",true,robots.txt
recreation.gov,"U.S. Department of Agriculture",200,"https://www.recreation.gov/robots.txt",true,"https://www.recreation.gov/sitemap.xml.gz",true,robots.txt
rural.gov,"U.S. Department of Agriculture",200,"https://www.rd.usda.gov/ruralgov",false,"null",false,false
rec.gov,"U.S. Department of Agriculture",200,"https://www.recreation.gov/robots.txt",true,"https://www.recreation.gov/sitemap.xml.gz",true,robots.txt
symbols.gov,"U.S. Department of Agriculture",200,"https://symbols.gov/robots.txt",true,"https://symbols.gov/sitemap.xml",true,robots.txt
nwcg.gov,"U.S. Department of Agriculture",200,"https://www.nwcg.gov/robots.txt",true,"https://www.nwcg.gov/sitemap.xml",true,robots.txt
nafri.gov,"U.S. Department of Agriculture",500,"https://www.nafri.gov/",false,"null",false,undefined
usda.gov,"U.S. Department of Agriculture",200,"https://www.usda.gov/robots.txt",true,"null",true,robots.txt
itap.gov,"U.S. Department of Agriculture",500,"http://www.itap.gov/",false,"null",false,undefined
nutrition.gov,"U.S. Department of Agriculture",200,"https://www.nutrition.gov/robots.txt",true,"https://nutrition.gov/sitemap.xml",true,robots.txt
myplate.gov,"U.S. Department of Agriculture",403,"https://www.myplate.gov/",false,"null",false,undefined
fedsfeedfamilies.gov,"U.S. Department of Agriculture",500,"http://www.fedsfeedfamilies.gov/",false,"null",false,undefined
lcacommons.gov,"U.S. Department of Agriculture",200,"https://www.lcacommons.gov/robots.txt",true,"https://lcacommons.gov/sitemap.xml",true,robots.txt
invasivespeciesinfo.gov,"U.S. Department of Agriculture",200,"https://www.invasivespeciesinfo.gov/robots.txt",true,"https://www.invasivespeciesinfo.gov/sitemap.xml",true,robots.txt
forestsandrangelands.gov,"U.S. Department of Agriculture",200,"https://forestsandrangelands.gov/robots.txt",true,"null",true,robots.txt
farmers.gov,"U.S. Department of Agriculture",200,"https://www.farmers.gov/robots.txt",true,"null",true,robots.txt
farmerfairness.gov,"U.S. Department of Agriculture",200,"https://www.usda.gov/farmerfairness",false,"null",false,false
execsec.gov,"U.S. Department of Agriculture",200,"https://www.usda.gov/",false,"null",false,false
choosemyplate.gov,"U.S. Department of Agriculture",500,"https://www.choosemyplate.gov/",false,"null",false,undefined
dietaryguidelines.gov,"U.S. Department of Agriculture",200,"https://www.dietaryguidelines.gov/robots.txt",true,"null",true,robots.txt
bosque.gov,"U.S. Department of Agriculture",500,"http://www.bosque.gov/",false,"null",false,undefined
arsusda.gov,"U.S. Department of Agriculture",500,"http://www.arsusda.gov/",false,"null",false,undefined
connect.gov,"U.S. Department of Agriculture",404,"https://www.connect.gov/robots.txt",false,"null",false,false
biopreferred.gov,"U.S. Department of Agriculture",404,"https://www.biopreferred.gov/robots.txt",false,"null",false,false
ars-grin.gov,"U.S. Department of Agriculture",404,"https://www.ars-grin.gov/robots.txt",false,"null",false,false
22007apply.gov,"U.S. Department of Agriculture",500,"http://www.22007apply.gov/",false,"null",false,undefined
uspis.gov,"United States Postal Service",200,"https://www.uspis.gov/robots.txt",true,"https://www.uspis.gov/wp-sitemap.xml",true,robots.txt
usccr.gov,"U.S. Commission on Civil Rights",200,"https://www.usccr.gov/robots.txt",true,"https://www.usccr.gov/sitemap.xml",true,robots.txt
uscirf.gov,"U.S. Commission on International Religious Freedom",200,"https://www.uscirf.gov/robots.txt",true,"null",true,robots.txt
civilrightsusa.gov,"U.S. Commission on Civil Rights",500,"http://www.civilrightsusa.gov/",false,"null",false,undefined
aff.gov,"U.S. Department of Agriculture",200,"https://www.aff.gov/robots.txt",true,"https://www.aff.gov/aff-site-index.xml",true,robots.txt
cssbmb.gov,"U.S. Commission on Civil Rights",200,"https://cssbmb.gov/robots.txt",true,"https://cssbmb.gov/sitemap.xml",true,robots.txt
workwithusaid.gov,"U.S. Agency for International Development",500,"http://www.workwithusaid.gov/",false,"null",false,undefined
empowhr.gov,"U.S. Department of Agriculture",500,"http://www.empowhr.gov/",false,"null",false,undefined
prosperafrica.gov,"U.S. Agency for International Development",500,"http://www.prosperafrica.gov/",false,"null",false,undefined
cfa.gov,"U.S. Commission of Fine Arts",200,"https://cfa.gov/robots.txt",true,"null",true,robots.txt
usaid.gov,"U.S. Agency for International Development",404,"https://www.usaid.gov/robots.txt",false,"null",false,false
heritageabroad.gov,"U.S. Commission for the Preservation of Americas Heritage Abroad",200,"https://www.heritageabroad.gov/robots.txt",true,"https://www.heritageabroad.gov/sitemap_index.xml",true,robots.txt
neglecteddiseases.gov,"U.S. Agency for International Development",500,"http://www.neglecteddiseases.gov/",false,"null",false,undefined
ag.gov,"U.S. Department of Agriculture",500,"http://www.ag.gov/",false,"null",false,undefined
feedthefuture.gov,"U.S. Agency for International Development",500,"http://www.feedthefuture.gov/",false,"null",false,undefined
worldwar1centennial.gov,"The United States World War One Centennial Commission",500,"http://www.worldwar1centennial.gov/",false,"null",false,undefined
ptf.gov,"The Intelligence Community",400,"http://www.ptf.gov/",false,"null",false,undefined
foreignassistance.gov,"U.S. Agency for International Development",200,"https://foreignassistance.gov/robots.txt",true,"null",true,robots.txt
tva.gov,"Tennessee Valley Authority",403,"https://www.tva.com/",false,"null",false,undefined
tvaoig.gov,"Tennessee Valley Authority",200,"https://www.tvaoig.gov/robots.txt",true,"null",true,robots.txt
childreninadversity.gov,"U.S. Agency for International Development",500,"http://www.childreninadversity.gov/",false,"null",false,undefined
dfafacts.gov,"U.S. Agency for International Development",200,"https://dfafacts.gov/robots.txt",true,"null",true,robots.txt
sji.gov,"State Justice Institute",500,"https://www.sji.gov/",false,"null",false,undefined
scrc.gov,"Southeast Crescent Regional Commission",200,"https://scrc.gov/robots.txt",true,"null",true,robots.txt
ssa.gov,"Social Security Administration",200,"https://www.ssa.gov/robots.txt",true,"https://www.ssa.gov/sitemap.xml",true,robots.txt
ssab.gov,"Social Security Advisory Board",200,"https://www.ssab.gov/robots.txt",true,"https://www.ssab.gov/sitemap.xml",true,robots.txt
segurosocial.gov,"Social Security Administration",404,"https://www.ssa.gov/espanol/robots.txt",true,"null",true,meta
smithsonian.gov,"Smithsonian Institution",500,"http://www.smithsonian.gov/",false,"null",false,undefined
socialsecurity.gov,"Social Security Administration",200,"https://www.ssa.gov/robots.txt",true,"https://www.ssa.gov/sitemap.xml",true,robots.txt
sbrc.gov,"Southwest Border Regional Commission",404,"https://sbrc.gov/robots.txt",true,"null",true,meta
itis.gov,"Smithsonian Institution",200,"https://itis.gov/robots.txt",true,"https://itis.gov/sitemap.xml",true,robots.txt
sbir.gov,"Small Business Administration",200,"https://www.sbir.gov/robots.txt",true,"null",true,robots.txt
stb.gov,"Surface Transportation Board",200,"https://www.stb.gov/robots.txt",true,"https://www.stb.gov/sitemap_index.xml",true,robots.txt
